occupation_item_id	occupation_counts	en_label	en_description
2982760	3		
7718	2	ski jumping	skiing sport with jumping down a hill
26857871	3	Chief Court Mistress	
56842676	2	amateur archaeologist	
71050729	4	geoinformatician	
2138822	1	Clerks Regular	catholic priest, member of a religious order
1567545	5	Rōshi	Japanese Zen teacher
179700	1	statue	sculpture primarily concerned as a representational figure
187657	9	dubbing	post-production process used in filmmaking and video production
18630201	3	gunner	military occupation responsible for operating heavy weapons
23022368	1	Kontr-admiral	
49176591	10	PR-manager	
2772436	4	elementary physician	certified physician who has not yet completed a further study to a certain profession
16014296	5	springboard diver	sportsperson taking part in springboard diving competitions
831831	7	occupational physician	
64869212	1	art studies	academic discipline
60723829	20	pop singer	singer who sings pop music
83835	1	Swiss Federal Railways	national railway company of Switzerland
2420502	3	lock keeper	
46792915	5	forensic anthropologist	
73267024	10	sports announcer	person who broadcasts sports events
858000	1	beer sommelier	professional who works in the hospitality and alcoholic beverage industry specializing in the service and knowledge of beer
29046810	5		
30029759	18	fur trader	profession
59185807	6		
16640505	9		
3077353	14	trainer	profession
5994	2	piano	musical instrument
2538679	13	Grand Mufti	higher spiritual position of muslims
838089	2	amateur wrestling	widespread form of sport wrestling
11248633	3		Wikimedia disambiguation page
7691196	5	teacher-librarian	
28865155	15	crossword compiler	occupation
750080	3	motorcycle speedway	motorcycle sport
253140	4	viticulture	science, production and study of grapes
2832970	1		
3438766	7		
8691915	1	Category:Odissi dancers	Wikimedia category
1027186	2	call centre agent	
10334002	6	music therapist	
18915967	3	Product-designer	
310988	1	participatory democracy	
1757033	4	moderator	forum position
1474480	1	scanner	radio receiver that can scan multiple frequencies
11033	2	mass media	media technologies that are intended to reach a large audience by mass communication
2043121	2	community service	non-paying job for the benefit of community
6348379	1	ambassador of Spain	
1476208	1	Secretary of Legation	
24256060	6	Professor of Music Composition	
15966504	8	child singer	
19642685	4	Ancient Egyptian priest	
256922	1	aestheticism	art movement emphasizing aesthetic considerations over social values
492537	4	dramaturgy	art of dramatic composition
10264925	1	demagogue	political orator who panders to the audiences fears and emotions
290655	2	atomic spy	profession
131212	6	text editor	software to modify text documents
2398664	1		
28498214	7	theology teacher	profession
2346	1	analytical chemistry	study of the separation, identification, and quantification of the chemical components of materials
1420463	2	faith healing	healing through spiritual means
1662081	4	industrial mechanic	
16556796	1	didactics of mathematics	
4448440	1		
17279652	3	basketball assistant coach	assistant to a basketball head coach
47670178	7	arctic explorer	
1231907	4	diocesan priest	profession
2518192	3		
10674547	1	Speaker	
187157	9	contemporary witness	for law, use eyewitness
1719325	2	prisoner of a Nazi concentration camp	
1788311	7	Kreuzkantor	
3144189	1	hyperpolyglot	
60320557	1		
16521237	12	kinesiologist	
481303	1	General	highest rank of the German Army and German Air Force
959782	1	excavation	exposure, processing and recording of archaeological remains
23768068	1	The Dancer	2016 film by Stéphanie Di Giusto
16028865	1	autodidact	self-taught person
20198734	15	ondist	
76451848	6	fictional butler	butler only appearing in works of fiction
11422	1	toy	thing to be played with
2191756	17	seer	psychic or visionary (person)
678928	5	sensei	"Japanese word for ""master"""
455595	2	amateur	person attached to a particular pursuit, study, or science in a non-professional or unpaid manner
43292	39	sultan	noble title with several historical meanings
5146559	1	College Student Personnel	
673633	15	comptroller	financial occupation
834316	2	Nazirite	Jewish person who took vow of Numbers 6:1-21
2917199	3	Investment Advisor	
42515	2	cartography	study of making maps
209726	13	marquess	hereditary rank in various European peerages
20683322	6	Himalayan mountaineer	
18612	1	Segura	river in Spain
55828519	1	duke consort	
60583668	1	gymnastics teacher	
65334049	1		
21672927	1	personal care assistant	person who provides help with daily living activities in the home
4748888	4	Fylkesmann	
5756733	1	chestnuts vendor	
1760363	1	Phantasmagoria	form of theatre that includes the use of magic lantarns
950578	2		stand-up comedy system in Hungary
2125941	1	Poiatte	human settlement in Farra d'Alpago, Province of Belluno, Italy
6452087	1	extortion	criminal offense
63095188	1	pugilist	
15501900	4	Sultan of Delhi	leader of the Delhi Sultanate
20001810	1	Genti	male given name
1478408	6	association football national coach	
7663860	2	systems architect	profession in information and communications technology
1614125	2		position
44356	8	tsar	title given to a male monarch in Bulgaria, Russia and Serbia
53471250	1	golf instructor	Golf instructors train and teach golf to individuals or groups. They train their clients by demonstrating and explaining techniques such as the correct posture and swinging techniques. They give feedback on how a student can do exercises be
11161560	6	Roman usurper	
27513155	2	Mwami of Rwanda	
60657824	1	beachcomber	person who looks for objects on the beach
27976122	1	Filozof	family name
967769	10	Da'i	subclass of islamic missionary
16185210	15	policy advisor	
26961737	18	Apulian vase-painter	ancient greek vase-painter of the region Apulia
1450482	14	legislative assistant	profession
187791	2	screen printing	printing technique
3153026	7	intendant	
844924	3	illegal drug trade	global black market
2354129	2	Confessor of the Faith	Eastern Orthodox saint title
53299686	2		
21084228	4	money counterfeiter	
6528049	7	public defender	
653368	16	district attorney	in the United States, represents the government in the prosecution of criminal offenses
131767	12	Shogun	de facto military dictator of feudal Japan (1185-1868)
6116659	21	priestess	female priest
137350	3	mole	type of spy
1763915	2	mountain bike trials	sport in which a mountain bike rider attempts to pass through an obstacle course without setting foot to ground
346871	2	Constable of France	First Officer of the Crown in France before 1789
61021680	5	embedsmann	type of high-ranking civil servant/state official in Norway; high public officeholder
2803758	5	death deity	
56746433	8	catch trainer	
4488757	8	intelligence assessment	evaluation of sensitive state, military, commercial, or scientific information
170539	1	parody	imitative work created to mock, comment on or trivialise an original work
1391360	9	waste collector	person employed to collect and remove waste
51881760	1		
24574678	14	cornetist	musician playing the cornet
16001542	3	horsetrainer	
2518691	8	defence minister	minister in charge of defence affairs of a state
20971817	5		
658371	14	extra	actor with a very minor part, typically non-speaking and in the background
564612	7	general counsel	chief lawyer of a legal department
26425137	9	mykenologist	scientist who specializes in the field of the Mycenaean Greek language and the culture and institutions recorded in that language
358832	4	Administrator	Catholic Church administrator
3153558	2	military interpreter	
185363	1	chronicle	historical account of facts and events ranged in chronological order
59314023	9	Knight Hospitaller	
643888	4	Prince of Viana	
59661509	10	bibliologist	profession related with bibliology
740777	1	merchandising	any practice which contributes to the sale of products to a retail consumer
156744	7	collaborationism	
1589524	2	Chief inspector	Wikimedia disambiguation page
804099	5	bayan	musical instrument
14212	15	prime minister	most senior minister of cabinet in the executive branch of government in a parliamentary system
33026583	7	public record publisher	
2414466	1	lamplighter	person employed to light and maintain street lights
833228	1	Shiatsu	Japanese type of alternative physical therapy
47208238	1	bel canto singer	
51677	13	High Priest of Israel	Chief religious official of ancient Judaism
918751	2	data entry clerk	profession
627436	11	field of work	particular area of activity in industry and science
50359779	17	ukrainianist	
3249024	2	County governor	head of provincial administration in several North European countries
11211	2	United States Armed Forces	military forces of the United States of America
181600	1	patient	person who takes a medical treatment or is subject of a case study
16889429	1	doxographer	
754438	1	respiratory therapist	health profession
19759076	2	general	the specific rank of General
61267864	9	theorbist	
186852	16	temporary career soldier	profession
7970798	3	warrior monk	
43450	5	gymnastics	sport
4984258	1	Buddhist Publication Society	
11775750	1	public ministry	government organization
9200127	21	member	individual or organization with membership in a group; constitutive components of a corporate body
5468328	9	Foreign Service officer	member of United States Foreign service
18810130	25	television critic	critic specialized in television criticism
45181247	2	babysitter	person who cares for one or more children for a short period of time in place of their legal guardians
3536384	4	traditional healer	
30849	7	blog	discussion or informational site published on the World Wide Web
3434088	5	road manager	
18663593	4	Seerah writers	Prophetic Biography writers
381136	7	shareholder	individual or organization that owns part of a corporation through shares of its stock
2070313	9	teaching assistant	
2566474	1	sutler	civilian merchant who sells provisions to an army in the field or in camp
193526	1	conscience	judgment that assists in distinguishing right from wrong
6500754	1	internship	period of work experience, usually at the start of one's career
268416	1	fiction	type of written work in which fictive stories take place (not 'popular' for 'genre' fiction)
42303663	2		
23722468	1	advisory group	panel to oversee government affairs
1229045	1		profession
13554447	6	chief judge	highest-ranking judge of a court
30083730	5		
7361042	3	Roller Skater	roller coaster
3409169	1	President of the National Assembly	Wikimedia disambiguation page
21501431	1	Bass	family name
1420050	3	fisheries science	Fisheries science
16632339	2		
23766327	1		
55473439	1	corinthian vase-painting	
629602	1	black-figure pottery	style of painting on ancient Greek vases
4068117	1	Apostolic Nuncio to Venezuela	
1404101	9	fellow	member of a group of learned people who work together as peers in the pursuit of mutual knowledge or practice
3529376	21	marksman	person who is skilled in precision shooting
13423598	4		
59559569	12		theologian committed to ecumenism
2249955	13	type founder	manufacturer of metal type for printing
53754694	4	paleomagnetist	geophysicist who specializes in paleomagnetism
62521253	7	decorative artist	
15707582	1	runway model	model showing clothing in a fashion show
22082717	10	eugenicist	researcher or promoter of eugenics
15986555	6	chess organiser	
1939559	1	member of Landtag	member of a German Landtag
3615132	5	anatomical pathologist	
59913751	10	urban theorist	
1802315	12		
511123	6	King of the Geats	Royal title
3188089	13	chief justice	presiding member of a supreme court
15852749	3		
1980841	4	Neulehrer	"""new instructors"" in occupied Germany after World War II who passed a background check to ensure de-Nazification"
1428011	2	bail bondsman	an agent that helps secure the release of an individual by insuring their presence at a court hearing
21546011	1		
63970319	5	library director	
7603561	2	State Superintendent of Public Instruction	Wikipedia disambiguation page
1976697	1	Opperhoofd	
897511	1	cryptanalysis	science
30144139	5	Corinthian vase-painter	
622339	1	Apulian vase painting	
633683	1	red-figure pottery	Ancient Greek pottery style
811094	1	Bauamt	
48629921	5	Catholic archbishop	prelate of the Catholic Church that rules an Archdiocese
17354460	1		
12831143	3	human geography	study of cultures, communities and activities of peoples of the world
683731	5	military bishop	leader of the ecclesial work in Finnish military
53869196	2	folk dancer	person who performs folk dances
1411354	1	Prince of the Holy Roman Empire	
28154523	1	Studienrat	title/rank of teachers on german or austrian schools
1924856	7	metal construction	construction using metals
544178	7	Attaché	
429006	6	duathlon	athletic event
500050	2	cross country running	sport in which competitors race by running a long-distance course on natural terrain
15403960	4	legal secretary	
54862887	2	archaeological monument keeper	
1999332	2		
1671076	6	medieval archaeology	archaeological sub-discipline
1402030	1		profession
3027575	2	Potamoi	river-gods in Greek mythology
56923	4	captain  general	military grade
57750025	9	Beach handball trainer	Trainer in the sport Beach handball
50940853	7		
56189600	12	Rosicrucian	
2408844	1	Schout-bij-nacht	
1743221	8		
11604684	1	Psychiatric Social Worker	
1345663	6		
1204489	8	German Wine Queen	
700101	4	Ministerialis	people raised up from serfdom to be placed in positions of power and responsibility
762316	2	foley	reproduction of sound effects in filmmaking
505619	1	insanity	abnormal mental or behavioral patterns
15906842	4	filibuster	person who engages in a military expedition into a foreign country or territory to foment or support a revolution
19356916	4	sociobiologist	
51397277	12	tocaor, tocaora	flamenco guitar player
933495	4	demimonde	
35991	1	Kamassian language	language
2628832	1	Udarnik	Soviet term for an exceptionally high productivity worker
2384039	10	habitual offender	person convicted of a new crime who was previously convicted of a crime(s)
43412	5	apostle	follower of Jesus Christ tasked with the spreading of the holy gospel
18628400	1		
64825422	6	stage manager	person in charge of a theatre stage, equipment, scenery, etc during the rehearsals and performances of a play
47520669	5		
1390369	4	Cultural attaché	
58533229	27	wood engraver	artist engraver engraving on wood
20746658	2		
18059311	3	Final editor	
1069634	2		profession
2673080	1		
2378979	16	seculary canon	
804633	1	equilibristics	
132851	10	admiral	highest rank of naval officer
3095455	2		
2685184	1		
2293712	8		
28164897	6	jujutsuka	sportsperson taking part in jujutsu competitions
75722513	3	declamator	
417834	1	Conqueror	Wikimedia disambiguation page
65591841	1		
1218776	6	arriero	craft
147618	4	Beguines and Beghards	religious order
12090790	8		
7363	1	nose	organ that smells and facilitates breathing
20767205	15	treasure hunter	person searching for a treasure
999646	1	driving	operation of a vehicle
34168	1	trap	device to remotely catch an animal
1412697	1	dean	diplomat
460162	7	museology	study of museums
909254	1		profession
60319198	1		
120931	5	Thai boxing	martial arts
189336	11	Brazilian jiu-jitsu	martial art focusing on grappling and ground fighting, originally based on Kodokan judo newaza taught by Japanese judoka, that developed independently in Brazil from experimentation and adaptation by Carlos and Hélio Gracie, Luiz França, et al.
16157109	2	Hetman of Zaporizhian Host	Hetman (ger. Hauptman) - the leader of Zaporozhian Cossacks Army
1337239	7	superior general	leader of a religious institute in the Roman Catholic Church
45758480	3	managing partner	
15081030	2	motorcycle manufacturer	type of manufacturer
55971808	20	monster hunter	character in folklore and fiction who specializes in finding and destroying monsters
7439421	3	scullery maid	lowest ranking female servants, assistant to kitchen maid
9394993	6	ice skater	one who skates on ice
1990304	1	Indian classical dance	Performance arts rooted in religious Hindu musical theatre
124734	1	rebellion	open resistance against the orders of an established authority that seeks to gain concessions from an oppressive power
168751	2	Duke University	private university in Durham, North Carolina, United States
16681315	1	trouveresse	
27978310	1	Radio people	
20978474	1		
76451517	18	fictional nanny	nanny only appearing in works of fiction
3490626	2	sonneur	
23055218	8	travel guide writer	
14637176	1	Officer of the French Order of Academic Palms	second rank of the French Order of Academic Palms
1206912	12	language inventor	profession
25047713	2	Image consulting	
3277296	13	magnetizer	
3349707	1	Officier de plume	
58854	14	literary criticism	study, evaluation, and interpretation of literature
7281	1	propaganda	form of communication intended to sway the audience through presenting only one side of the argument
11146759	1	Pseudohistory	pseudoscholarship that attempts to distort or misrepresent the historical record
3540989	1	Trooper	military rank, typical to cavalry in British and Commonwealth armies
15735983	1	coauthor	person listed in the author list of a creative work
47844	1	landscape architecture	design of outdoor public areas, landmarks, and structures to achieve environmental, social-behavioral, or aesthetic outcomes
123305	1	appropriation	technique in art
21095939	3	Senior Crown prosecutor	magistrate position in Belgium
123637	5	cybernetics	theory of communication and control based on regulatory feedback
58054039	4	vexillologist	person studying vexilloids such as flags and their context in history and culture
1379902	1	draft evasion	intentional non-compliance with military conscription
838781	5	eventing	equestrian triathlon
3190387	1		
71140591	4	3-cushion player	sportsperson playing the discipline 3-cushion of carom billiards
1141016	5	crooner	type of singer
2869869	1		
2872380	1		
4508280	5	chekist	Wikimedia disambiguation page
2425247	2	sundial maker	
3366015	3	godfather	head of a mafia family
16021384	8		
82811	2	acoustics	science that deals with the study of all mechanical waves in gases, liquids, and solids including vibration, sound, ultrasound and infrasound
131081	13	druid	priest of Celtic religion
30726857	2		
742333	1	history painting	genre in painting defined by historical matter (see also religious painting and mythological painting)
1797362	8	Coastal engineering	
47506	1	compiler	computer program that transforms source code into object code
2191547	5	picador	
41706762	4	druggist	
2447349	13	ornamentist	profession
2986335	1	Commissariat de l'armée de terre	
749212	10	gentleman	any man of good, courteous conduct
3113622	1		
2396572	1	pigeon keeping	art and science of breeding domestic pigeons
189603	4	public health	science and art of preventing disease, prolonging life and promoting health through organized efforts and informed choices of society, organizations, public and private, communities and individuals
2961411	3	slave hunter	
326827	3	artistic gymnastics	sport
22812942	4	model railroader	person who practice model railroading
55002575	1	Singer	operatic character in the opera Manon Lescaut by Giacomo Puccini
4055820	3		
749923	3		Wikimedia disambiguation page
8148	2	industry	production of goods or service of a given field within an economy
49640	3	cabin boy	low ranking male employee who waits on the officers and passengers of a ship
3029407	24	headmaster in France	
19607300	32	television columnist	
21401179	1	municipal councillor	
57242717	8	kantele player	musician who plays the kantele
2261440	2	knight	title of honour held by a member of an order
5306099	1	Drayman	
131084	4	libretto	text used for an extended musical work
23760244	15	philosopher of law	
18160103	2	Danseur Étoile	Paris Opera Ballet soloist
1520404	4	Consecrated virgin	consecrated by the church to a life of perpetual virginity as an exclusive spouse of Christ.
18052877	1	assistant football coach	
3410448	10	Publiciste	Wikimedia disambiguation page
59922524	4	court artist	position held by an artist at a court
11981649	1		
1478218	5	advocate general	senior officer of the law
26260814	1		
3541363	1		
16643554	3		
28659570	4		
1560314	3	pagan clergy	group of people engaged in the study of natural phenomena and worship in archaic civilizations
4931539	1	boatsteerer	whaling
17341687	1	Friends of the Natural History Museum Paris	
14213	1	United States Secretary of State	U.S. cabinet member and head of the U.S. State Department
3054730	12		
8343	2	clarinet	type of woodwind instrument
8078	1	logic	study of inference and demonstration
5891	6	philosophy	intellectual and/or logical study of general and fundamental problems
3151034	7	Corps of Bridges	
182415	3	reality television	genre of television programming that documents unscripted situations and actual occurrences
1747981	3	Nechung Oracle	
47140	3	Brahmin	Varna (class) in Hinduism, one of four classes
7295373	4	rat-catcher	one who catches and kills rats and other rodents
2570377	7	auriga	slave with gladiator status, whose duty was to drive a biga in Ancient Rome
3349703	11	police officer	A member of the police force that is an officer at rank higher than agent
1377898	1	Christian apologetics	branch of Christian theology that defends Christianity against objections
60643157	7	ukulelist	person who plays the ukulele
2822767	4		
41466	5	ice hockey	team sport played on ice using sticks and skates
3606436	2		
1131737	1	imitation	term in sociology
1075186	5	royal mistress	
254917	7	oldest human	
1077817	6	Tirthankara	24 Teaching Gods in Jainism
223291	13	assistant referee	official in association football
1126281	12	prompter	person in theatre or opera who prompts or cues actors or singers when they forget their lines or movements
13653224	1	member of the Italian Senate	
1065299	3	Principality of Salerno	
740783	1	Patriarchate of Venice	archdiocese
2503412	1	utopian	person who aspires to build a new society, perfect and happy
6066903	2	Patriota	
7124054	2	Paedagogus	
245204	1	antagonist	character of a work actively opposing the protagonist
3278461	1	Mayor of Porto Alegre	Wikimedia list article
998426	1	bookselling	business of selling and dealing with books
3738156	7		
39195024	2	falconer	
28709706	8	Odyssey's translator	
55168012	3	intarsia cutter	
978854	3	Grandmaster	title
5211890	1	damage controlman	
4219056	1	Obedientiaries	
6851	3	Fédération Internationale de Volleyball	international governing body for the sport of indoor, beach and grass volleyball
20073473	1		
44497	9	mining	extraction of valuable minerals or other geological materials from the earth
273613	12	knyaz	historical Slavic title
41796828	2		
1108841	3		
4147423	5	mayor (Russia)	
19196609	1		
7283	13	terrorism	use of violence as a form of political, economic and religious coercion
17281072	1	PhD in Economics	"""Doctor of Sciences in Economics"" - higher doctoral degree in the Soviet Union and post-Soviet states"
2994359	4	family counselor	
55383113	6	cave diver	
10931	4	revolution	fundamental change in power or organizational structures that takes place in a relatively short period of time
11329777	3		
56418646	9		
1334674	1	Tamada	
693	1	fable	short fictional story that anthropomorphises non-humans to illustrate a moral lesson
340169	2	communication medium	storage and delivering agent of information or data
1418771	8	culturology	branch of social sciences concerned with the scientific understanding, description, analysis, and prediction of cultures as a whole
324640	1	Charismatic Movement	trend of historically mainstream congregations adopting beliefs and practices similar to Pentecostalism.
5043	1	Christianity	monotheistic religious group based on the belief of Jesus being the Son of God
960252	1	Congregationalist polity	Protestant religious practice centered on local governance of each community
2150456	2	Abrek	North Caucasian term
4304085	1	Moskovskiĭ gosudarstvennyĭ oblastnoĭ sot︠s︡ialʹno-gumanitarnyĭ institut	
23809299	3		
32112	11	boxing	combat sport
133163	11	percussion instrument	type of musical instrument that produces a sound by directly hitting it
63676514	1		
160910	4	Commandant	four-star general military rank
230763	3	patternmaker	person who creates sewing patterns for clothing
17379560	13	impersonator	person who imitates or copies the behaviour or actions of another
833065	1	analytical mechanics	formalism of mechanics based on the least action principle
12132454	5	People's Deputy of Ukraine	
4384741	1	Pushkin studies	
19177496	1	Correspondent	short story by Vlas Doroshevich
754089	4	Valide Sultan	"""Queen Mother"" in the Ottoman Empire"
42889548	9	gun rights advocate	
60148888	3		
41425	3	ballet	type of performance dance (performing arts genre)
16034400	10	lecturer	person teaching in a university without being a permanent faculty member
14946469	4		
210189	8	anti-fascism	opposition to fascist ideologies, groups and individuals
2625643	3	Young Guard	
1432036	3	tzadik	a righteous Jew in Hasidism
29888020	2		
5967378	2	speculative fiction	literary and cinematic genre that  includes science fiction, horror, fantasy and alternate history
1540863	2	information technology consulting	field that focuses on advising businesses on how best to use information technology
23670057	4	heretic	believer, deviating from accepted doctrine
22119535	1	custodian	
5164591	13	consultant	title of a senior hospital-based physician or surgeon
16999353	6	Scholars of Piyyut	
1436188	6	knife making	
51190474	1		
55351476	1		
29038436	3	law theorist	
38703537	2	anabaptist	adherent to the type of radical Christianity known as Anabaptism
38475674	4		
42361191	2		
50586662	1	Minister of Justice of Hungary	cabinet minister responsible for justice affairs in Hungary
4568866	3	Lonko	tribal chief of the Mapuche people
33112378	17	clubwoman	
1146336	2	cutman	
386208	3	mascot character	created character used as a mascot by an organisation
45891525	4	food technologist	
6073032	2	iron puddler	occupation
21504960	1	tenor-saxophonist	musician who plays the tenor-saxophone
1137109	2	video game publisher	group or corporation that publishes a developer's video game
67204083	4	cricket coach	
15296637	1	Chartered Physicist	
463435	1	American Astronomical Society	society of professional astronomers
1569439	12	sheep shearer	worker who removes wool from domestic sheep
19817711	1	Science Advisor to the President	
30034739	7	Safari guide	Person who escorts travelers or tourists through safaris
3656955	3	Employment counsellor	
1631340	5	Houngan	male priest in Haitian Vodou
1079856	10	dental hygienist	profession
4685922	4	adult educator	
995600	9	popular science	interpretation of science intended for a general audience
27808149	4	paleoichthyologist	scientist researching prehistoric fish
7356565	1	Rodeo clown	
861455	5	educational management	Planning, organizing, directing, and controlling human or material resources in an educational setting, and the study of this process (Eric).
4671162	10	academic administration	branch of university or college employees responsible for the maintenance and supervision of the institution
874894	3	window dresser	craft
10519151	1	honorary member	membership in a learned society granted as an award
228422	15	conductor	crew member on a bus, train, or other public transportation
328375	2		
131026	2	philately	study of stamps and postal history and other related items
5378	2	rugby	collective term for two related team field sports
28077818	6		
47847585	3	ecofeminist	feminist activist focused on environmental issues
5578940	2	gold mining in Alaska	Alaska Mining District
819674	5		
3564412	2		
39411223	2		
1735729	1	Catechesis	Christian religious education
3814026	16	Kaumātua	elder from tribal groups of the Maori people
39235	1	police dog	dog that is specifically trained to assist police
2741179	1	Lendmann	
188843	1	cosmopolitanism	ideology that all human beings belong to a single community, based on a shared morality
3053337	2	employer	person or company that employs workers
1413084	1	colorectal surgery	
2307407	7	purser	person on a ship responsible for the handling of money on board
28125427	10	action choreographer	
6400881	2	Khatam	ancient Persian technique of inlaying
61856557	1	Prostituee	painting by Ferdinand Erfmann
11508193	12	Scholar of Japanese literature	
366886	1	psychopathy	mental disorder
2009	2	Yukon	territory of Canada
1573555	6	oidor	position
67131224	3		
26268330	1	mayor of Zaragoza	
16054023	2		
19969187	1	UNICEF Goodwill Ambassador	
3765090	6	retail manager	person responsible for the day-to-day operations (or management) of a retail store
4504285	1	Central Bank of Uruguay	
3351746	10	Hofjægermester	hunting master of the court
39592169	1		
47088054	2		
786820	3	automobile manufacturer	company that makes automobiles
12007685	1	Trubadur	album
46726552	1	herstorian	
482919	10	caricature	rendered image showing the features of its subject in a simplified or exaggerated way through sketching, pencil strokes, or through other artistic drawings
51203132	3	licensed	Title used in various Spanish-speaking countries.
210377	4	gaucho	skilled horseman
32485	1	modern pentathlon	sport which combines fencing, swimming, show jumping, shooting and running
307329	1	Shanghaiing	practice of kidnapping people to serve as sailors
193379	20	archon	title of various ruling offices in the ancient world
128558	1	Stratopedarches	
1176737	3	Protovestiarios	Byzantine title
11936606	2	Mestre artesà	honorary title for distinguished craftspeople in Catalonia
26726369	1	lender	originator of a loan
60227491	3	interrogator	one who interrogates
166542	1	international relations	studies about relationships between two or more states
50572247	3	digital librarian	someone who professionally creates, maintains, develops digital libraries, or provides access to information held in digital libraries
892972	3	book packaging	activity
43773376	1		
2983393	1	Japanophile	someone with a strong interest in or love of Japanese people, culture, and history
64404485	11	video game critic	journalist, who is dealing with video games
4621445	2	vigilante	civilian who undertakes law enforcement without legal authority
862072	2	conchology	study of mollusc shells
1136352	2	naval architecture	engineering discipline dealing with the design and construction of marine vessels
696776	5	city manager	official appointed as the administrative manager of a city, in a council-manager form of city government
10080014	1	tax protester	someone who refuses to pay a tax claiming that the tax laws are unconstitutional or otherwise invalid
1193763	9	promotional model	model hired to drive consumer demand for a product, service, brand, or concept by directly interacting with potential consumers
10669482	1	minister of the Navy	
2155931	1	Roadie	1980 film by Alan Rudolph
13424794	2	Computational scientist	
7683174	2	tangutology	study of the Tangut people, its history and culture
50326480	10	Zionist activist	
5183567	2	Creative consultant	
932728	1	Peshmerga	military force of Kurdistan Region
47825396	7	phytogeographer	
1639447	2	Pakistan Air Force	air warfare branch of Pakistan's armed forces
4146576	2	Fourth State Duma of the Russian Empire	
763603	1	Baku Governorate	governorate of the Russian Empire
596063	1	Elisabethpol Governorate	governorate of the Russian Empire
81226	1	Erivan Governorate	governorate of the Russian Empire
4712814	1	Armenian National Council	
16750	1	Maconge	commune in Côte-d'Or, France
278156	2	woodturning	craft of using the wood lathe with hand-held tools to cut a shape that is symmetrical around the axis of rotation
27554856	4	bandura maker	manufacturer of banduras
223871	1	mediation	dispute resolution by negotiation with a third-party moderator
2981922	5	American pioneer	
38079409	4	shinty player	player of shinty
1072300	3	chief creative officer	corporate title
4994741	25	parish priest	in Church of Denmark or Church of Norway
3020602	19	drug dealer	seller of drugs
41630	2	psychoanalysis	psychological theory that was founded in 1890 by the Viennese neurologist Sigmund Freud
39286	5	entomology	scientific study of insects
11990126	4		
66125178	1	stalker	a person who who secretly follows someone, sometimes with unlawful intentions.
41425207	1		
23901418	3	Financial Secretary	position within the Hong Kong Government
7224348	1	Molfar	
1354706	6	Dainagon	an advisory position in the Imperial court of Japan
407033	1	air commodore	one-star rank and the most junior of the air-officer ranks
63959314	2	keytarist	musician who plays keytar instruments
28823	3	textile	material produced by twining, weaving, felting, knotting, or otherwise processing natural or synthetic fibers
43504	2	criminalistics	application of various sciences to answer questions
127213	3	arboriculture	all measures on tree and tree environment to avoid undesirable developments and to maintain the vitality of a tree
194105	4	editing	process of selecting and preparing media to convey information
4677709	9	actor-manager	leading actor who sets up their own permanent theatrical company and manages the company's business
15078639	5	Senior Counsel	senior lawyer in Hong Kong
12332761	1		
73310208	1	graffiti artist	occupation
18498338	1	Mason	settlement in Italy
1366959	1	Garda Síochána	police service of Ireland
79800	1	Argentina national football team	men's national association football team representing Argentina
4207313	2	sexual predator	
4171445	1	landed gentry	largely historical British social class, consisting of land owners who could live entirely off rental income
3023512	2	Deputy Lieutenant	Crown appointment in the UK
3632935	2	Yogini	female practitioner of yoga
4915090	1	Biomechanical	Wikipedia disambiguation page
1778571	3	Ganadhara	disciples of Jain Tirthankara
2624426	1	Ventriloquist	enemy of Batman in the DC Comics Universe
17125051	2	news producer	
12008694	4	show dog	dog entered into a dog show
7692317	4	technical advisor	professional title
4048723	10	SEO specialist	expert in search engine optimization
3997173	7	stock trader	a person or company involved in trading equity securities (share stock in companies)
16511993	9	queen	class of female monarch
49848	2	document	preserved information
27703148	1		
15811035	4	property designer	person who designs props for use in theatre, film, television, etc.
697605	1	Wokou	pirates who raided the coastlines of China, Japan and Korea, of mixed ethnicities
1363554	2	financial analysis	activity of evaluating financial markets and products
836971	10	party secretary	
749811	1	Mutiny on the Bounty	mutiny aboard the British Royal Navy ship HMS Bounty
16986347	1	list of Keepers of the Records in the Tower of London	Wikimedia list article
7023752	1	confidence trick	attempt to defraud a person or group after first gaining their confidence, used in the classical sense of trust; exploites characteristics of the human psyche, such as credulity, naïveté, compassion, vanity, irresponsibility, and greed
3061999	20	astrobiologist	person who is occupied in astrobiology
107427	1	Halakha	Jewish rabbinical law.
2869866	1	naval attaché	
694994	4	Av Beit Din	second-highest-ranking member of the Sanhedrin during the Second Temple period
40421764	8	United Nations official	
63078973	1	scoutmaster	the highest possible scout leader rank within Polish scouting
1053154	1	Artist	Wikimedia disambiguation page
3065552	1	Trafficante crime family	
12644761	2	visitor	overseer of an autonomous institution
4294468	1	Ministry of Science and Higher Education	Polish ministry
3498649	2		
189380	3	Patristics	study of the early Christian writers who are designated Church Fathers
371804	2	sports car racing	auto racing on circuits with two seat cars and enclosed wheels
1411978	1	Senn	profession in Switzerland
3964343	1	Soloist	Wikimedia disambiguation page
11780383	1	land surveyor in Poland	Polish profession; certified land surveyor
1757598	10	art education	
10330390	1	Navy Ministry	
5016658	4	investigator	Wikimedia disambiguation page
5484329	2	Ña Catita	comedy
158797	4	military engineering	art and practice of designing and building military works and maintaining lines of military transport and communications
1287848	14	Mãe-de-santo	
16861306	1	Model	family name
