item_id	occupation_count	occupation	description	in_google_news	language_detected	source	label	labeled_by	label_error_reason
1637219	1	speedcubing	hobby/sport of solving twisty puzzles in relation to the Rubik's Cube	0	en	wikidata	-1		
1049476	3	constructor	in object-oriented programming	1	ia	wikidata	1	human	
2493761	3	medical director		0	ia	wikidata	-1		
3201017	1	Kyōka		0	ku	wikidata	-1		
15056889	4	in-house lawyer	legal consultancy and drafting of act in the company that employs them.	0	Unknown	wikidata	-1		
124862	2	Order of Friars Minor Capuchin		0	en	wikidata	-1		
138796	4	resistance movement	refusal of obedience toward the government or an occupying power	0	en	wikidata	-1		
15217354	1	plenipotentiary	office or person with full power to represent someone else	1	ro	wikidata	0	cleanlab	
243455	2	medicinal chemistry	scientific branch of pharmaceutical chemistry	1	en	wikidata	0	human	
1495791	4	china painting	art of painting on ceramics	0	en	wikidata	-1		
15618669	1	Product Owner	role that represents the stakeholders in Scrum	0	en	wikidata	-1		
15618675	1	Scrum Master	ensures that the Scrum process is used as intended	0	de	wikidata	-1		
3077352	2	Computer science educator		0	ia	wikidata	-1		
548295	1	Bargirl	Female worker in bars and brothels	0	pt	wikidata	-1		
623455	7	haruspex	historical profession	0	id	wikidata	-1		
358518	1	Italian singer-songwriter		0	en	wikidata	-1		
610225	6	Artists and repertoire	profession inside a record label	0	en	wikidata	-1		
5073205	1	Chaplain of the United States Senate	position	0	en	wikidata	-1		
838611	1	ball	in mathematics, space bounded by a sphere	1	en	wikidata	0	human	
2321196	1	Usul al-fiqh		0	tl	wikidata	-1		
94473	1	I.Ya. Horbachevsky Ternopil National Medical University of Ministry of Health Care of Ukraine	university	0	en	wikidata	-1		
43682214	20	Christian mystic	person who experiences ecstasy or an altered state of consciousness which is given a Christian religious or spiritual meaning	0	en	wikidata	-1		
53614577	2	sloyd teacher		0	en	wikidata	-1		
4363177	1	Pioneers-heroes		0	ga	wikidata	-1		
3401402	10	Hospitalist physician		0	en	wikidata	-1		
852857	23	sex worker	person who works in the sex industry	0	da	wikidata	-1		
43258770	2	cannabis grower	occupation	0	en	wikidata	-1		
9161265	1	soil science	study of soil as a natural resource on the surface of the earth	0	eo	wikidata	-1		
134147	1	pop art	art movement	0	en	wikidata	-1		
5673576	9	gestor		0	af	wikidata	-1		
53481279	1	henwife	A woman in charge of domestic fowl	0	ku	wikidata	-1		
53475186	1	creelman	person who carries goods or brings them to a market.	0	Unknown	wikidata	1	human	
65924797	1	Master of hospital	Principle of a specific hospital	0	en	wikidata	-1		
65935768	1	Commissary	A government official charged with oversight or an ecclesiastical official who exercises in special circumstances the jurisdiction of a bishop	1	it	wikidata	1	human	
53480185	4	maltman	person who works in a malthouse.	0	tr	wikidata	-1		
47307909	2	deputy commander for political affairs and political staff	military position	0	en	wikidata	-1		
30114794	1	gynecological surgeon		1	en	wikidata	1	human	
27949260	5	forest worker	general term for those who work in forests	0	en	wikidata	-1		
6005116	1	Immigration officer		0	en	wikidata	-1		
1916399	2	media management	academic field that deals with management of media	0	oc	wikidata	-1		
3406484	6	Procureur général	In France, magistrate who sits at the cours d’appel (courts of appeal), or at the Cour de cassation or the Cour des comptes	0	fr	wikidata	-1		
5073342	4	Chapmen		1	Unknown	wikidata	1	human	
9764	2	flamenco	genre of Spanish music and dance	1	eo	wikidata	0	human	
21403281	5	astrophotographer	photographer who captures images of astronomical objects and large areas of the night sky	1	en	wikidata	1	human	
21517997	3	prospectivist		0	fr	wikidata	-1		
3273722	5	health minister	minister in charge of health matters	0	en	wikidata	-1		
162297	2	مجموعة الأنظمة منصة شليلة	set of practices performed for the preservation of health	0	ar	wikidata	-1		
8050277	3	housework	act of overseeing the organizational, financial, day-to-day operations of a house or estate	1	en	wikidata	0	human	
12187	1	antibiotic	drug used in the treatment and prevention of bacterial infections	1	en	wikidata	0	human	
487865	4	dervish	someone treading a Sufi Muslim ascetic path	1	oc	wikidata	1	human	
2031933	1	orthoptist	practitioner of orthoptics	0	Unknown	wikidata	-1		
56612894	1	association floorball manager	team manager in association floorball	0	en	wikidata	-1		
27911	15	bass	type of classical male singing voice	1	en	wikidata	0	human	
332436	4	Maciste	fictional human	0	it	wikidata	-1		
28654	2	eunuch in Imperial China	eunuchs in Imperial China	0	en	wikidata	-1		
4618	2	carnival	festive season which occurs immediately before Lent	1	cs	wikidata	0	human	
268385	2	Pir	Sufi master or spiritual guide	1	af	wikidata	1	human	
1568255	2	Holocaust studies		0	en	wikidata	-1		
49304935	1	GEO Secretariat Director	title held by the leader of the Group on Earth Observations	0	ca	wikidata	-1		
12305583	1	external examiner	person responsible for supervising an examination	0	en	wikidata	-1		
810480	10	bass-baritone	"high-lying bass or low-lying ""classical"" baritone voice"	0	qu	wikidata	-1		
48357783	5	data manager	profession	0	oc	wikidata	-1		
389772	1	data transmission	physical transfer of data; transfer of data (a digital bit stream or a digitized analog signal) over a point-to-point or point-to-multipoint communication channel	0	en	wikidata	-1		
55474045	2	Lucanian vase-painter		0	fi	wikidata	-1		
59716278	3	paddle player	sportsperson who plays paddle	0	vi	wikidata	-1		
14595679	2	ensign	lowest ranking commissioned officer, etymologically the carrier of the ensign flag	1	Unknown	wikidata	1	human	
8362	1	illumination	picture in an ancient or medieval illuminated manuscript	1	en	wikidata	0	human	
39071489	1	Maker	Mister Fantastic alt	1	Unknown	wikidata	1	cleanlab	
47083093	9	garden architect		0	en	wikidata	-1		
121176	6	nursing	activity within the health care sector	1	en	wikidata	0	human	
9418	6	psychology	science that studies mental, behavioral and relational processes, both normal and pathological	1	en	wikidata	0	human	
43393537	1	dancing	activity of taking part in a dance	1	en	wikidata	0	human	
12375604	4	Skiing as transport or recreation		0	en	wikidata	-1		
542	7	athletics	collection of sports which involve running, jumping, throwing, and walking	1	en	wikidata	0	human	
49094407	10	sports manager	person managing sports	0	da	wikidata	-1		
15817261	1	Coaching (Journal)	scientific journal	0	en	wikidata	-1		
126645	1	esoteric tarot	study of tarot in esoteric tradition	0	ro	wikidata	-1		
47519608	1	lottery store	shop selling lottery tickets	0	en	wikidata	-1		
50967494	1	simracer	e-sporting occupation	0	Unknown	wikidata	-1		
11744009	1	Beautician		1	en	wikidata	1	human	
992778	10	well builder	profession	0	en	wikidata	-1		
1394256	1	prank call		0	en	wikidata	0	human	
37571998	1	Perra	family name	1	la	wikidata	0	human	
2529757	1	vocal	short lyric in instrumental music	1	la	wikidata	0	human	
183318	11	dictator	in government, an absolutist or autocratic ruler who assumes sole power over the state	1	ia	wikidata	1	human	
48673045	1	professional tennis player		0	en	wikidata	-1		
18018860	6	Member of Parliament in the Parliament of England	representative in the House of Commons of the Parliament of England to 1707	0	en	wikidata	0	human	
3354135	9	kancelliråd	position in Denmark-Norway 1600-1700, later an honorary title	0	Unknown	wikidata	-1		
2334064	1	Statsheraldiker		0	eu	wikidata	-1		
199655	12	library science	field that applies the practices, perspectives, and tools of management, information technology, education, and other areas to libraries	0	en	wikidata	-1		
3908516	7	entrepreneurship	process of designing, launching and running a new business	1	fr	wikidata	0	human	
1331793	1	media enterprise	business that focuses primarily in mass media	0	Unknown	wikidata	-1		
482	6	poetry	form of literary art	1	en	wikidata	0	human	
280413	1	National Center for Scientific Research	French research organisation	0	en	wikidata	-1		
998	3	baby	very young offspring of a human	1	en	wikidata	0	human	
243253	1	physical education	educational course related to the physique of the human body	0	en	wikidata	-1		
726710	2	laic		1	oc	wikidata	0	human	
7247537	2	Procurator	In the canon law of the Catholic Church, a one who acts on behalf of and by virtue of the authority of another	1	pt	wikidata	1	human	
1089730	2	gigolo	male escort or social companion	1	Unknown	wikidata	1	human	
52688389	6	animal actor	animal which has performed in film or television	0	la	wikidata	-1		
23900107	5	algebraist	mathematician who studies algebra	0	Unknown	wikidata	-1		
794803	3	innovation management	systematic planning, management and control of innovation in organizations	0	en	wikidata	-1		
172969	1	FC Shakhtar Donetsk	professional football club based in Donetsk, Ukraine	1	fy	wikidata	0	human	
23306981	5	historical geographer	someone who works in the science of historical geography	0	en	wikidata	-1		
1425343	1	radio electronics	the method, signals of all kinds by means of modulated electromagnetic waves in the radio frequency range (radio waves) to be transmitted wirelessly	0	ia	wikidata	-1		
6879488	1	Missouri Attorney General	attorney general for the U.S. state of Missouri	0	it	wikidata	-1		
1554463	1	Soziopath	album	0	Unknown	wikidata	-1		
23024064	9	spiritualist	practitioner of spiritualism	1	la	wikidata	1	human	
6030692	2	Information Commissioner of Canada		0	en	wikidata	-1		
11298905	1	Crown Attorney		0	it	wikidata	-1		
11834137	2	rector of Lviv University		0	en	wikidata	-1		
9363889	7	literary translator	translator of literary works	0	tr	wikidata	1	human	
7250245	5	property manager	occupation	0	ia	wikidata	-1		
56122470	2	microsurgeon	profession	1	la	wikidata	1	human	
47492833	4	civil libertarian		0	io	wikidata	-1		
61992319	5	palynologist	specialized scientist studying palynology	0	nl	wikidata	-1		
4809126	2	associate justice	title for a member of a judicial panel who is not the chief justice in some jurisdictions	0	en	wikidata	-1		
1391362	11	warehouseman	person who works in a warehouse	1	Unknown	wikidata	1	human	
16175078	7	bilthugger		0	da	wikidata	-1		
1058330	3	militsiya	police force in USSR and some other countries	0	tl	wikidata	-1		
6033694	2	knitting	forming and interlacing of loops using needles according to a prescribed manner or pattern, either by machine or by hand	1	en	wikidata	0	human	
55473843	2	Orientalizing vase-painter		0	fr	wikidata	-1		
55500907	1	East-greek vase-painters		0	nl	wikidata	-1		
8052435	4	yeoman	enlisted person within the United States Navy that performs administrative and clerical work	1	Unknown	wikidata	1	human	
24893316	1	Indian Information Service		0	en	wikidata	-1		
7569	1	child	human between the stages of birth and puberty	1	en	wikidata	1	human	
896598	7	district president	position	0	fr	wikidata	-1		
1269192	12	kommerseråd	title of a member of the Swedish board of commerce	0	nb	wikidata	-1		
2673216	8	Oberleutnant		0	fr	wikidata	-1		
3151614	8	Inspector of Finances	French official position	0	en	wikidata	-1		
846742	1	history of religions	aspect of history	0	en	wikidata	-1		
3495015	1	Microsoft Narrator		0	et	wikidata	-1		
2009667	11	Overførster		0	nb	wikidata	-1		
852661	6	adjutant	military rank	1	ca	wikidata	1	human	
373709	3	boom operator	profession for microphone pole placement	0	et	wikidata	1	human	
28054240	13	hand-pelota player	person who plays hand-pelota	0	Unknown	wikidata	-1		
5307564	2	driller	occupation on oil rig	1	da	wikidata	1	human	
62107711	1	Mayor of Auch		0	en	wikidata	-1		
674926	13	vlog	form of blog for which the medium is video	1	Unknown	wikidata	0	human	
215380	9	musical group	musical ensemble which performs music	0	fr	wikidata	-1		
2854294	1	Antoine Omer Talon	French counter-revolutionary	0	af	wikidata	-1		
2135808	3	recorder	judicial officer	1	ia	wikidata	1	human	
3687740	1	public accounting		0	en	wikidata	-1		
10674561	2	special pedagogue	profession	0	ia	wikidata	-1		
622747	2	quarterback	position in gridiron football	1	en	wikidata	1	human	
4686762	1	advertising management	part of the advertising industry	0	en	wikidata	-1		
557709	1	Bullion	gold, silver, or other precious metals in the form of bars or ingots	1	Unknown	wikidata	0	human	
8001342	11	Wildlife biologist		1	en	wikidata	1	human	
27481020	3	Member of the State Duma of the Russian Empire		0	en	wikidata	0	human	
61711955	4	acoustician	physicist who studies acoustics	1	gl	wikidata	1	human	
64155945	1	Training Manager		0	en	wikidata	-1		
922176	9	ring girl	Type of model at combat sports fights	0	Unknown	wikidata	1	human	
6342372	1	design director		0	ia	wikidata	1	human	
56885785	14	oral historian	profession	0	es	wikidata	-1		
55071047	1	allied health professional	individual who practices in an allied health profession	0	en	wikidata	-1		
5419768	1	Executer	Brazilian thrash metal band	0	en	wikidata	-1		
33212151	1	podcasting	human activity	1	Unknown	wikidata	0	human	
59508521	4	neuropharmacologist		0	fr	wikidata	-1		
33226	4	Speech-Language Pathology	disability therapy profession	0	en	wikidata	-1		
59667158	7	triathlon coach		0	Unknown	wikidata	-1		
54568999	1	front-end developer	practitioner of front-end development	0	fr	wikidata	-1		
6817473	2	mental health professional	health care practitioner or community services provider	0	en	wikidata	1	human	
2993278	1	Cinematography	Art that is created from film making sometimes with animation or special effects (here the term  means 'Art from film', whereas in western vocabularies a similar but different term describes the process)	1	ro	wikidata	0	human	
2178969	18	mimus		0	la	wikidata	-1		
63993638	1	systems scientist		0	en	wikidata	-1		
47307	2	genealogy	study of families and the tracing of their lineages and history	1	en	wikidata	0	human	
2978942	2	Refractory clergy		0	en	wikidata	-1		
188606	1	multi-level marketing	marketing strategy in which the sales force is compensated not only for sales they generate, but also for the sales of the other salespeople that they recruit	0	da	wikidata	-1		
23569845	1	Rennes bishop		0	af	wikidata	1	human	
864778	2	Quray	long open endblown flute. Bashkir folk music instrument	0	ga	wikidata	-1		
629593	1	Heimat	connection between people and land in German Romantic philosophy	1	Unknown	wikidata	0	human	
5407416	3	pipefitter	occupation	1	fr	wikidata	1	human	
182442	2	plastic surgery	medical specialty concerned with the altering or restoration of form and function	0	en	wikidata	-1		
17001378	1	museum attendant		0	la	wikidata	-1		
52169820	5	burglar	criminal who trespasses to steal things from people	1	tr	wikidata	1	human	
22819	3	log driver	former profession of felling trees into rivers for delivery	0	da	wikidata	-1		
492202	2	backpacking	low-cost, lightweight, independent and often international travel	1	en	wikidata	0	human	
775318	1	internaut	designer, operator, or technically capable user of the Internet	0	la	wikidata	-1		
428691	9	computer engineering	discipline integrating computer science and electrical engineering to develop computer hardware and software	0	en	wikidata	-1		
7925044	1	Vice President of El Salvador		0	ca	wikidata	-1		
10317028	7	layperson	person who is not ordained into priesthood or monastic order	1	kw	wikidata	1	cleanlab	
1889	4	diplomacy	art and practice of conducting negotiations between representatives of groups or states	1	nl	wikidata	0	human	
61944332	4	office clerk		0	en	wikidata	-1		
61465891	6	seal cutter	someone who makes seals from stones	0	en	wikidata	-1		
2030705	3	underwater orienteering	underwater compass navigation and speed competition on scuba.	0	en	wikidata	-1		
182557	2	computational linguistics	interdisciplinary field	1	en	wikidata	0	human	
4956387	3	Branch manager		0	da	wikidata	-1		
30995	1	Executive Secretary	position of the cabinet in the Philippines	0	en	wikidata	-1		
180711	14	search engine optimization	Practice of increasing online visibility in search engine results pages.	1	en	wikidata	0	human	
2912172	5	sole proprietorship	business legally synonymous with its owner	1	ia	wikidata	0	human	
26700386	5	midwife (wise woman)	traditional birth attendant	0	en	wikidata	-1		
1391340	1	specialist for waster water technology		0	en	wikidata	-1		
61831758	4	cultural sociologist		0	en	wikidata	-1		
23838068	7	civil law notary	lawyer of noncontentious private civil law	0	en	wikidata	-1		
6189617	2	jewellery design	art of designing and creating jewellery	0	en	wikidata	0	human	
1625669	4	School nursing		0	en	wikidata	-1		
6302990	2	judicial officer	person with responsibilities in regard to the application of the law	0	en	wikidata	-1		
5465809	4	Football coach	Wikimedia disambiguation page	0	Unknown	wikidata	1	human	
60227820	3	freshwater ecologist	ecologist concerned with biological systems in or around freshwater	1	en	wikidata	1	human	
15121675	1	Attaché Temporaire d'Enseignement et de Recherche		0	fr	wikidata	-1		
10344696	1	medical parasitology		0	tr	wikidata	-1		
28933583	4	metalturner	craft; person using a lathe to turn metal into objects	0	da	wikidata	-1		
62663452	7	gouache painter	painter using gouache technique	0	fr	wikidata	-1		
4135690	3	Geological Institute	Russian Academy of Sciences. Moscow, Russia	0	en	wikidata	-1		
37440790	5	Abogado	family name	1	es	wikidata	1	human	
1513559	3	court interpreter		0	fr	wikidata	-1		
16879551	1	conservation technician	specialist who is trained in basic conservation methods pertaining to cultural property	0	en	wikidata	-1		
5357713	3	electrical contractor	business person or firm that performs specialized construction work related to electrical systems	0	en	wikidata	-1		
63076925	7	artistic roller skater		0	da	wikidata	-1		
21328637	1	Member of the State Great Assembly of Mongolia		0	en	wikidata	-1		
62489725	4	deputy editor		0	ro	wikidata	-1		
843281	3	hobo	migratory worker or homeless vagabond	1	Unknown	wikidata	1	human	
63257700	1	domestic terrorist	occupation	0	en	wikidata	-1		
30131610	6	thoracic surgeon		1	la	wikidata	1	human	
1221899	5	gynecology	science of the treatment of diseases of the female sexual organs and reproductive tract	1	tr	wikidata	0	human	
62709319	5	vault hunter	fictional occupation from the Borderlands video game series	0	da	wikidata	-1		
1785974	1	motor vehicle driver	role or occupation of person operating a motorized vehicle	0	da	wikidata	-1		
12409303	1	Knesset CEO	CEO of the Israeli Parliament	0	tk	wikidata	-1		
872	1	radio broadcasting	distribution of audio content to a dispersed audience via any audio mass communications medium	0	Unknown	wikidata	0	human	
64692874	1	Independientes	Politician Movement	0	la	wikidata	-1		
71049973	4	pharmaceutical chemist		0	en	wikidata	-1		
11613658	6	stage dancer	dancers of some kind	0	en	wikidata	-1		
65010019	20	speedrunner	someone who performs speedruns of video games	0	en	wikidata	-1		
2228086	12	commercial engineer	profession	0	nl	wikidata	-1		
17558136	1	YouTube channel	a publisher of videos on YouTube	0	af	wikidata	-1		
3389507	2	pizzaiole	pizza chef	0	fi	wikidata	-1		
1123841	1	concept art	form of illustration used to convey an idea for use in films, video games, animation, comic books or other media	0	en	wikidata	0	human	
928865	2	art therapy	type of therapeutic technique	0	en	wikidata	-1		
4992409	5	political editor	political reporter who covers politics	0	oc	wikidata	-1		
61958570	7	pro-life activist	person who advocates against abortion	0	Unknown	wikidata	-1		
171171	3	dermatology	field of medicine dealing with the hair, nails, skin and its diseases	1	tr	wikidata	0	human	
6030960	1	Information activist		0	en	wikidata	-1		
16258947	9	Beamter	german word, means civil servant	0	Unknown	wikidata	1	human	
811459	10	site manager	profession	0	da	wikidata	-1		
5527068	5	gatekeeper	person who controls access to something	1	et	wikidata	1	human	
4335344	1	Officer		1	en	wikidata	1	human	
26690496	2	mayor of Ponferrada	political position in Spain	0	az	wikidata	-1		
42486	5	wrestling	form of combat sport involving grappling type techniques	1	en	wikidata	0	human	
1362384	6	certified first responder	profession	0	en	wikidata	-1		
12793377	2	Frigate Captain	naval rank equivalent to Commander	1	en	wikidata	1	human	
2291159	8	steel fixer		0	nb	wikidata	-1		
27862253	4	aromatherapist	a person practicing aromatherapy	1	en	wikidata	1	human	
60233168	6	political historian	person who is engaged in political history	0	en	wikidata	-1		
64821625	1	depot master	leader of a storage or depot	0	is	wikidata	-1		
6542711	4	library technician	profession	0	Unknown	wikidata	-1		
10270209	2	buildings technician		0	en	wikidata	-1		
5849	1	rugby union	team sport, code of rugby football	0	kw	wikidata	-1		
64168670	7	Mixing assistant		0	en	wikidata	-1		
3410140	3	psychosociology		0	cs	wikidata	-1		
55874556	2	information designer		0	en	wikidata	-1		
5589147	2	government contractor	entity that provides goods or services on contract to a government agency	0	en	wikidata	-1		
375470	2	Russian studies	philology and history in Russia	0	en	wikidata	-1		
7969198	3	wardrobe supervisor	position responsible for the acquisition, care, and maintenance of costumes for a theatrical company, studio, film, or television production	0	en	wikidata	1	human	
64351975	12	tapestry maker	artisan who makes tapestry from textiles, leather or other materials	0	en	wikidata	-1		
183816	1	master's degree	postgraduate academic degree	1	en	wikidata	0	human	
1906548	1	marzban		0	hu	wikidata	-1		
1640369	3	Bedel		1	Unknown	wikidata	1	human	
1473265	1	information technology management		0	en	wikidata	-1		
16005661	5	wig maker		0	lb	wikidata	-1		
65697958	4	inline hockey player		0	en	wikidata	-1		
50826986	7	forest engineer	profession	0	nl	wikidata	-1		
669911	1	Statesman	Socratic dialogue written by Plato	1	et	wikidata	1	human	
11614502	1	animation color designer		0	en	wikidata	-1		
66060315	6	telescope maker	profession	0	et	wikidata	-1		
66060362	2	glass grinder	profession	0	da	wikidata	-1		
47505416	3	pastry shop	shop where baked sweets are sold	1	en	wikidata	1	cleanlab	
66041138	1	perinatologist		1	tr	wikidata	1	human	
66288471	2	trans activist	person fighting for the rights of transgender people	0	Unknown	wikidata	-1		
8641	4	Yiddish	language used by Ashkenazi Jews	1	en	wikidata	0	human	
656823	11	in-home tutor	educator at home	0	mi	wikidata	-1		
66363203	4	art photographer	profession	0	en	wikidata	-1		
1075827	2	comparative religion	systematic comparison of the world's religions	0	pt	wikidata	-1		
66606128	2	competitive programmer		0	en	wikidata	1	human	
4346858	1	Spirit guide		0	Unknown	wikidata	-1		
4580492	3	General War Commissioner		0	de	wikidata	-1		
63865470	2	shirtmaker	person who makes shirts, especially custom dress shirts	1	en	wikidata	1	human	
421031	1	mastering	form of audio post-production	1	en	wikidata	0	human	
63536580	12	video game composer	profession	0	ia	wikidata	1	human	
64155861	3	Sales Manager		0	oc	wikidata	-1		
32859833	1	virgin	person who has never engaged in sexual intercourse	1	fy	wikidata	1	cleanlab	
4683453	8	administrative assistant	broad job category that designates an individual who provides various kinds of administrative support to people and groups in business enterprises	0	en	wikidata	-1		
1233889	1	Doctor of Theology	doctoral degree	0	en	wikidata	-1		
15264045	2	empress regnant	female monarch who rules an Empire in her own right	0	en	wikidata	-1		
47319622	2	telephone operator	position responsible for operating telephones and telephone communications systems	0	en	wikidata	1	human	
66047463	4	tap dancer	person who practices tap dancing	0	da	wikidata	-1		
3095068	2	Fighting bull breed	Free-range where bred fighting bulls	0	en	wikidata	-1		
396622	1	agribusiness	agriculture-related industry	1	en	wikidata	0	human	
63307578	10	colonialist		1	fr	wikidata	1	human	
186083	2	vexillology	study of the history, symbolism and usage of flags	0	hu	wikidata	-1		
28007056	1	supervising animator	film crew member	1	en	wikidata	1	human	
10233675	17	Samba-enredo interpreter	Wikimedia category	0	la	wikidata	-1		
14693887	1	well drilling		0	en	wikidata	-1		
63859911	2	pen artist	someone who makes art works using pens	0	de	wikidata	-1		
189507	6	Digital marketing	marketing based on the use of Internet pages	0	is	wikidata	-1		
50776	3	Australian rules football	sport	0	en	wikidata	0	human	
212919	3	palynology	study of dust	0	tr	wikidata	-1		
187031	7	newspaper delivery		0	en	wikidata	-1		
206783	7	Civilian employee (military)		0	la	wikidata	-1		
1385518	7	extreme sports athlete		0	en	wikidata	1	human	
169566	1	H. P. Lovecraft	American author	0	la	wikidata	-1		
5288284	1	dog show judge	occupation	0	en	wikidata	-1		
13363209	1	Free French Forces	organization	0	en	wikidata	-1		
7596574	3	staff writer		0	en	wikidata	1	human	
6545506	7	lifestyle guru	people who advise others on how they can make themselves happier through changes in their lifestyle	0	tr	wikidata	-1		
56612096	3	stereotyper	person who prints using stereotype	0	it	wikidata	-1		
2631032	1	naval lieutenant	naval military rank	0	fr	wikidata	-1		
48804416	1	Tattooed Lady		1	nl	wikidata	0	human	
11325221	2	nail technician		1	vi	wikidata	1	human	
25141651	2	physician-scientist		0	en	wikidata	-1		
6821213	1	wage	reimbursement paid by an employer to an employee	1	en	wikidata	0	human	
1075	1	color	visual perception of light wavelengths	1	ia	wikidata	0	human	
580689	1	bioengineering	application of biology and engineering to create useful products	1	nl	wikidata	0	human	
8565306	2	Framer		1	Unknown	wikidata	1	human	
2867142	1	Asset management	Management of financial assets	0	ca	wikidata	-1		
22813661	3	pizza delivery guy	person who is paid for delivering pizza	0	en	wikidata	-1		
11915340	2	Political counselor	counselors responsible for political affairs in a diplomatic mission	0	en	wikidata	-1		
1323528	4	digital marketing	marketing of products or services using digital technologies	0	da	wikidata	-1		
64153444	2	Administrative director	person who organizes and coordinates the administrative, accounting and financial services of a company	0	en	wikidata	-1		
2892828	5	copyright troll		0	en	wikidata	-1		
1128216	2	wheelchair basketball	basketball played by people in wheelchairs	0	en	wikidata	-1		
4949386	1	Bougainville House of Representatives		0	en	wikidata	-1		
17351863	2	costume design	creation of clothing and accessories to signal aspects of character in  film, television, or theatre	0	oc	wikidata	0	human	
793824	2	T. P. Kailasam	writer	0	Unknown	wikidata	-1		
16206012	1	chief revenue officer	corporate executive title	0	en	wikidata	-1		
17083482	7	student leader		0	en	wikidata	-1		
188504	1	alternative medicine	form of non-scientific healing	0	da	wikidata	-1		
33383789	6	retoucher	occupation	1	fr	wikidata	1	human	
66372585	4	tweeter		1	en	wikidata	1	human	
185133	5	graphology	study of handwriting	1	en	wikidata	0	human	
743664	1	abdominal surgery	medical specialty	1	en	wikidata	0	human	
63197546	4	classical trumpeter	trumpeter who is formally trained in and plays classical music	0	en	wikidata	1	human	
60924	1	war profiteer	person or company profiteering from war or conflict	1	nl	wikidata	1	human	
46996573	3	defense attorney	lawyer who represents a defendant	0	it	wikidata	-1		
169955	1	Katepano		0	fi	wikidata	-1		
1258027	2	Magister officiorum	civilian post of the Roman Empire	0	la	wikidata	-1		
2261272	1	Master of the Hunt	court official	0	en	wikidata	-1		
829120	8	Dux	dux could refer to anyone who commanded troops	1	fr	wikidata	1	human	
6199	2	anarchism	political ideology that holds all government – as in the state – to be undesirable, unnecessary, and harmful	1	Unknown	wikidata	0	human	
6186	1	communism	socialist political movement and ideology	1	en	wikidata	0	human	
5341276	5	educational consultant		0	en	wikidata	-1		
5096712	2	chief digital officer		0	en	wikidata	-1		
1711247	1	youth work	classical field of activity of social work	0	en	wikidata	-1		
21550402	2	biometrician	statistician specialising in biometrics	0	lt	wikidata	-1		
28771895	1	vocal composer	composer who writes vocal music	0	ia	wikidata	1	human	
7319129	1	Order of Saint Basil the Great	monastic religious order of the Greek Catholic Churches	0	en	wikidata	-1		
2215841	6	cycle sport	competitive physical activity using bicycles	0	nb	wikidata	0	human	
4390239	1	counseling	act of therapy, coaching, advising, guiding, and listening, often in the psychological domain	1	en	wikidata	0	human	
67205775	8	seamstress	person employed to sew	1	en	wikidata	1	human	
195651	4	elevator operator	person specifically employed to operate an elevator	0	ia	wikidata	-1		
28640	3	profession	vocation founded upon specialized educational training	1	en	wikidata	0	human	
10989378	8	able seaman	unlicensed member of the deck department of a merchant ship	0	es	wikidata	-1		
474386	1	fusilier marin	specialized French naval infantry trained for combat in land and coastal regions	0	nl	wikidata	-1		
7229061	3	Pop Singer	single by Rachel Stamp	0	af	wikidata	-1		
17156912	9	malariologist		0	lb	wikidata	-1		
66816554	5	environmental chemist		0	fr	wikidata	-1		
56884373	7	book artist	artist who specializes in bookworks, which are art works that exploit the book form or alter its physical structure as part of the content of the work	0	en	wikidata	-1		
118301	1	orthodontics	field of dentistry dealing with irregularities in the teeth	1	ga	wikidata	0	human	
2862927	2	Indonesian Army	land warfare branch of Indonesia's military	0	fi	wikidata	-1		
3517917	4	Indian Police Service	Civil service of India	0	en	wikidata	0	human	
3128486	1	French high civil service		0	en	wikidata	0	human	
1254525	15	drag king	female performance artists who dress and behave in masculine way for performance	0	en	wikidata	1	human	
6953855	1	home industry		0	en	wikidata	0	human	
43229	1	organization	social entity (not necessarily commercial) uniting people into a structured group managing shared means to meet some needs, or to pursue collective goals	1	en	wikidata	0	human	
1660187	1	film studies	academic discipline that deals with various theoretical, historical, and critical approaches to films	0	en	wikidata	-1		
300920	2	esports	form of competition that is facilitated by electronic systems, particularly video games	1	oc	wikidata	0	human	
1817856	1	ProPublica	non-profit organization based in New York City, focused on investigative journalism	1	Unknown	wikidata	0	human	
5486310	1	The Charlotte Observer	newspaper serving Charlotte, North Carolina and its metro area	0	en	wikidata	-1		
4808006	1	The Tennessean	newspaper in Tennessee	0	en	wikidata	-1		
7726978	1	The Commercial Appeal	Daily newspaper of Memphis, Tennessee	0	en	wikidata	-1		
16785008	6	Hovrättsråd		0	sv	wikidata	-1		
6038504	12	inspektor		0	eo	wikidata	-1		
9286	1	Sculptor	constellation in the southern celestial hemisphere	1	la	wikidata	1	human	
42767	1	whaling	hunting of whales	1	en	wikidata	0	human	
62091180	2	fabric designer	profession in the 18th century	0	da	wikidata	-1		
290	1	sex	either of two main divisions (either male or female) into which many organisms can be placed, according to reproductive function or organs	1	Unknown	wikidata	0	human	
235157	1	rasul	apostle in Islam	0	Unknown	wikidata	-1		
20891597	5	colonizer		1	pt	wikidata	1	human	
2142783	3	religion founder		0	en	wikidata	1	human	
41863069	2	war deity	god associated with war in mythology or polytheistic religion	0	de	wikidata	-1		
54200631	1	deity of artists		0	en	wikidata	-1		
